,data,replication,fold,trainRuntime,trainAUC,testAUC,trainAccuracy,TestAccuracy
0,CorelBattleships,5,2,493.1176057299599,0.8660883690708253,0.8178947368421053,0.95,0.95
0,CorelBattleships,5,3,493.0622070680256,0.881819363222872,0.9084210526315789,0.95,0.95
0,CorelBattleships,5,4,492.9059684959939,0.8826120857699806,0.8978947368421053,0.95,0.95
0,CorelBattleships,5,5,492.33175110199954,0.8795841455490578,0.9442105263157895,0.95,0.95
0,CorelBattleships,5,6,492.02455731097143,0.8814684860298896,0.8894736842105262,0.95,0.95
0,CorelBattleships,5,7,493.1936329900054,0.8772384665367121,0.8973684210526316,0.95,0.95
0,CorelBattleships,5,8,494.3492013650248,0.8756010396361273,0.8152631578947369,0.95,0.95
0,CorelBattleships,5,9,493.10486053401837,0.8807537361923328,0.8489473684210526,0.95,0.95
0,CorelBattleships,5,10,491.7693223580136,0.8768745938921377,0.7826315789473685,0.95,0.95
0,CorelBattleships,Average,Average,494.71310496721884,0.8769944119558154,0.8659263157894737,0.9500000000000006,0.9500000000000006
0,CorelBeach,1,1,491.7849098139559,0.9681416504223521,0.9636842105263158,0.95,0.95
0,CorelBeach,1,2,490.92576318996726,0.9685380116959064,0.9878947368421053,0.95,0.95
0,CorelBeach,1,3,493.36814483400667,0.9710136452241716,0.9510526315789474,0.95,0.95
0,CorelBeach,1,4,493.1147196079837,0.969311241065627,0.9715789473684211,0.95,0.95
0,CorelBeach,1,5,492.5976223239559,0.9721507472384665,0.9242105263157896,0.95,0.95
0,CorelBeach,1,6,492.55637210898567,0.9667966211825861,0.981578947368421,0.95,0.95
0,CorelBeach,1,7,491.5015277079656,0.9692267706302793,0.9563157894736842,0.95,0.95
0,CorelBeach,1,8,492.42773676500656,0.9669135802469135,0.9852631578947368,0.95,0.95
0,CorelBeach,1,9,489.51401421101764,0.9693567251461987,0.9584210526315791,0.95,0.95
0,CorelBeach,1,10,493.1114074550569,0.9683495776478233,0.9778947368421053,0.95,0.95
0,CorelBeach,2,1,491.64891040703515,0.9666081871345029,0.9894736842105263,0.95,0.95
0,CorelBeach,2,2,492.1394350400078,0.9659974009096817,0.9857894736842105,0.95,0.95
0,CorelBeach,2,3,492.8624883890152,0.9712930474333983,0.9431578947368421,0.95,0.95
0,CorelBeach,2,4,493.52828502003103,0.9690318388564002,0.9689473684210526,0.95,0.95
